Year,State Name,Indicator,total_deaths,rank_within_drug,top10_flag,national_all_drug_total,national_prev_year,national_yoy_change,national_yoy_pct,national_drug_total,ma_3yr,ma_5yr
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),15.0,30,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2019,South Dakota,Natural & semi-synthetic opioids (T40.2),13.0,42,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,South Dakota,Natural & semi-synthetic opioids (T40.2),11.0,43,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,South Dakota,Natural & semi-synthetic opioids (T40.2),14.0,48,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2024,South Dakota,Natural & semi-synthetic opioids (T40.2),15.0,48,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,Tennessee,Natural & semi-synthetic opioids (T40.2),652.0,2,1,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,Tennessee,Natural & semi-synthetic opioids (T40.2),691.0,3,1,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),605.0,2,1,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Tennessee,Natural & semi-synthetic opioids (T40.2),504.0,2,1,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Tennessee,Natural & semi-synthetic opioids (T40.2),476.0,3,1,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Tennessee,Natural & semi-synthetic opioids (T40.2),574.0,2,1,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Tennessee,Natural & semi-synthetic opioids (T40.2),605.0,4,1,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Tennessee,Natural & semi-synthetic opioids (T40.2),462.0,6,1,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Tennessee,Natural & semi-synthetic opioids (T40.2),383.0,6,1,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Tennessee,Natural & semi-synthetic opioids (T40.2),285.0,5,1,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2019,Texas,Natural & semi-synthetic opioids (T40.2),439.0,4,1,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Texas,Natural & semi-synthetic opioids (T40.2),535.0,3,1,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Texas,Natural & semi-synthetic opioids (T40.2),607.0,3,1,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Texas,Natural & semi-synthetic opioids (T40.2),667.0,3,1,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Texas,Natural & semi-synthetic opioids (T40.2),596.0,3,1,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Texas,Natural & semi-synthetic opioids (T40.2),534.0,2,1,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,Utah,Natural & semi-synthetic opioids (T40.2),364.0,7,1,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,Utah,Natural & semi-synthetic opioids (T40.2),330.0,10,1,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Utah,Natural & semi-synthetic opioids (T40.2),295.0,13,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Utah,Natural & semi-synthetic opioids (T40.2),283.0,13,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Utah,Natural & semi-synthetic opioids (T40.2),260.0,17,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Utah,Natural & semi-synthetic opioids (T40.2),225.0,24,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Utah,Natural & semi-synthetic opioids (T40.2),190.0,25,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Utah,Natural & semi-synthetic opioids (T40.2),181.0,26,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Utah,Natural & semi-synthetic opioids (T40.2),187.0,19,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Utah,Natural & semi-synthetic opioids (T40.2),155.0,20,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,Vermont,Natural & semi-synthetic opioids (T40.2),23.0,24,0,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,Vermont,Natural & semi-synthetic opioids (T40.2),24.0,29,0,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Vermont,Natural & semi-synthetic opioids (T40.2),27.0,29,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Vermont,Natural & semi-synthetic opioids (T40.2),18.0,36,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Vermont,Natural & semi-synthetic opioids (T40.2),21.0,41,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Vermont,Natural & semi-synthetic opioids (T40.2),28.0,41,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Vermont,Natural & semi-synthetic opioids (T40.2),31.0,44,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Vermont,Natural & semi-synthetic opioids (T40.2),24.0,45,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Vermont,Natural & semi-synthetic opioids (T40.2),16.0,47,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Vermont,Natural & semi-synthetic opioids (T40.2),15.0,47,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,Virginia,Natural & semi-synthetic opioids (T40.2),274.0,11,0,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,Virginia,Natural & semi-synthetic opioids (T40.2),342.0,8,1,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Virginia,Natural & semi-synthetic opioids (T40.2),334.0,9,1,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Virginia,Natural & semi-synthetic opioids (T40.2),254.0,16,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Virginia,Natural & semi-synthetic opioids (T40.2),251.0,18,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Virginia,Natural & semi-synthetic opioids (T40.2),277.0,19,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Virginia,Natural & semi-synthetic opioids (T40.2),278.0,20,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Virginia,Natural & semi-synthetic opioids (T40.2),221.0,20,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Virginia,Natural & semi-synthetic opioids (T40.2),158.0,22,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Virginia,Natural & semi-synthetic opioids (T40.2),131.0,22,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,Washington,Natural & semi-synthetic opioids (T40.2),264.0,13,0,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,Washington,Natural & semi-synthetic opioids (T40.2),293.0,14,0,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Washington,Natural & semi-synthetic opioids (T40.2),248.0,16,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Washington,Natural & semi-synthetic opioids (T40.2),209.0,22,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Washington,Natural & semi-synthetic opioids (T40.2),198.0,24,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Washington,Natural & semi-synthetic opioids (T40.2),235.0,23,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Washington,Natural & semi-synthetic opioids (T40.2),303.0,16,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Washington,Natural & semi-synthetic opioids (T40.2),232.0,17,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Washington,Natural & semi-synthetic opioids (T40.2),252.0,13,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Washington,Natural & semi-synthetic opioids (T40.2),214.0,10,1,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2015,West Virginia,Natural & semi-synthetic opioids (T40.2),360.0,8,1,2718198.0,,,,12747.0,2718198.0,2718198.0
2016,West Virginia,Natural & semi-synthetic opioids (T40.2),325.0,12,0,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,West Virginia,Natural & semi-synthetic opioids (T40.2),284.0,14,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,West Virginia,Natural & semi-synthetic opioids (T40.2),216.0,21,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,West Virginia,Natural & semi-synthetic opioids (T40.2),168.0,26,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,West Virginia,Natural & semi-synthetic opioids (T40.2),283.0,18,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,West Virginia,Natural & semi-synthetic opioids (T40.2),212.0,23,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,West Virginia,Natural & semi-synthetic opioids (T40.2),160.0,27,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,West Virginia,Natural & semi-synthetic opioids (T40.2),142.0,26,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,West Virginia,Natural & semi-synthetic opioids (T40.2),85.0,29,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2016,Wisconsin,Natural & semi-synthetic opioids (T40.2),325.0,11,0,2749864.0,2718198.0,31666.0,1.16,14534.0,2734031.0,2734031.0
2017,Wisconsin,Natural & semi-synthetic opioids (T40.2),322.0,10,1,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Wisconsin,Natural & semi-synthetic opioids (T40.2),254.0,17,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Wisconsin,Natural & semi-synthetic opioids (T40.2),238.0,19,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Wisconsin,Natural & semi-synthetic opioids (T40.2),284.0,17,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Wisconsin,Natural & semi-synthetic opioids (T40.2),300.0,17,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Wisconsin,Natural & semi-synthetic opioids (T40.2),253.0,15,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Wisconsin,Natural & semi-synthetic opioids (T40.2),249.0,14,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Wisconsin,Natural & semi-synthetic opioids (T40.2),190.0,15,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2017,Wyoming,Natural & semi-synthetic opioids (T40.2),30.0,28,0,2820034.0,2749864.0,70170.0,2.55,14559.0,2762698.6666666665,2762698.6666666665
2018,Wyoming,Natural & semi-synthetic opioids (T40.2),28.0,35,0,2846305.0,2820034.0,26271.0,0.93,12620.0,2805401.0,2783600.25
2019,Wyoming,Natural & semi-synthetic opioids (T40.2),26.0,38,0,2861523.0,2846305.0,15218.0,0.53,11941.0,2842620.6666666665,2799184.8
2020,Wyoming,Natural & semi-synthetic opioids (T40.2),29.0,40,0,3390278.0,2861523.0,528755.0,18.48,13518.0,3032702.0,2933600.8
2021,Wyoming,Natural & semi-synthetic opioids (T40.2),24.0,47,0,3472120.0,3390278.0,81842.0,2.41,13674.0,3241307.0,3078052.0
2022,Wyoming,Natural & semi-synthetic opioids (T40.2),28.0,44,0,3289569.0,3472120.0,-182551.0,-5.26,11934.0,3383989.0,3171959.0
2023,Wyoming,Natural & semi-synthetic opioids (T40.2),35.0,40,0,3101016.0,3289569.0,-188553.0,-5.73,10180.0,3287568.3333333335,3222901.2
2024,Wyoming,Natural & semi-synthetic opioids (T40.2),26.0,43,0,3082466.0,3101016.0,-18550.0,-0.6,8033.0,3157683.6666666665,3267089.8
2022,Alabama,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",170.0,29,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Alabama,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",174.0,25,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Alabama,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",128.0,28,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2016,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",53.0,27,0,2749864.0,2718198.0,31666.0,1.16,17147.0,2734031.0,2734031.0
2017,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",50.0,27,0,2820034.0,2749864.0,70170.0,2.55,17104.0,2762698.6666666665,2762698.6666666665
2018,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",37.0,33,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
2019,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",46.0,36,0,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",44.0,37,0,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",81.0,39,0,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",55.0,42,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",47.0,41,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Alaska,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",41.0,40,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2017,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",417.0,9,1,2820034.0,2749864.0,70170.0,2.55,17104.0,2762698.6666666665,2762698.6666666665
2018,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",367.0,12,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
2019,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",366.0,15,0,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",386.0,16,0,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",323.0,21,0,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",290.0,21,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",279.0,18,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Arizona,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",316.0,12,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2022,Arkansas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",106.0,35,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Arkansas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0,34,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Arkansas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",52.0,39,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2019,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",1088.0,2,1,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",1226.0,1,1,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",1257.0,1,1,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",1139.0,1,1,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",1036.0,1,1,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,California,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",854.0,1,1,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2018,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271.0,20,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
2019,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",265.0,22,0,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",330.0,20,0,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",339.0,20,0,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",274.0,23,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",238.0,21,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Colorado,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",264.0,15,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2015,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",243.0,17,0,2718198.0,,,,15308.0,2718198.0,2718198.0
2016,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",272.0,18,0,2749864.0,2718198.0,31666.0,1.16,17147.0,2734031.0,2734031.0
2017,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",271.0,18,0,2820034.0,2749864.0,70170.0,2.55,17104.0,2762698.6666666665,2762698.6666666665
2018,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",230.0,23,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
2019,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285.0,19,0,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",311.0,22,0,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",304.0,22,0,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",300.0,19,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",268.0,19,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Connecticut,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",221.0,20,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2018,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85.0,28,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
2019,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",73.0,32,0,2861523.0,2846305.0,15218.0,0.53,14208.0,2842620.6666666665,2799184.8
2020,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0,33,0,3390278.0,2861523.0,528755.0,18.48,16479.0,3032702.0,2933600.8
2021,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",82.0,36,0,3472120.0,3390278.0,81842.0,2.41,16776.0,3241307.0,3078052.0
2022,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63.0,39,0,3289569.0,3472120.0,-182551.0,-5.26,14803.0,3383989.0,3171959.0
2023,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63.0,39,0,3101016.0,3289569.0,-188553.0,-5.73,13125.0,3287568.3333333335,3222901.2
2024,Delaware,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",62.0,37,0,3082466.0,3101016.0,-18550.0,-0.6,10927.0,3157683.6666666665,3267089.8
2015,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",27.0,25,0,2718198.0,,,,15308.0,2718198.0,2718198.0
2016,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",57.0,25,0,2749864.0,2718198.0,31666.0,1.16,17147.0,2734031.0,2734031.0
2017,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",58.0,26,0,2820034.0,2749864.0,70170.0,2.55,17104.0,2762698.6666666665,2762698.6666666665
2018,District of Columbia,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",38.0,32,0,2846305.0,2820034.0,26271.0,0.93,15063.0,2805401.0,2783600.25
